customer_id,frequency,recency,T,monetary_value,p_alive,exp_purchases_90d,exp_avg_profit,clv_12m
75,2.0,61.0,896.0,69.0,0.021705699873030147,0.004377507707769649,74.68126806199639,1.1525307671538498
79,2.0,61.0,865.0,69.0,0.02329701257660887,0.004858481091596569,74.68126806199639,1.276776048496698
8,11.0,355.0,1219.0,65.36363636363636,3.450570206429259e-05,2.7228676568520654e-05,66.32339686531506,0.006428053843067732
84,0.0,0.0,468.0,0.0,1.0,0.01942641682807778,,
841,5.0,153.0,652.0,99.0,0.00888249358602826,0.005844619740034455,101.7949156596868,2.048504031108539
843,1.0,23.0,682.0,56.97,0.07721871606695759,0.010622731118933453,67.65571698133557,2.5050357420584968
85,1.0,206.0,1065.0,49.99,0.23405711971050483,0.02107580890911771,59.93160025662907,4.504840044431542
86,0.0,0.0,858.0,0.0,1.0,0.01099436143880434,,
89,13.0,1126.0,1183.0,75.86615384615385,0.921944327511836,0.8834958533132283,76.75556672533057,240.98072994551916
9,1.0,30.0,1215.0,59.0,0.04978089653222447,0.0039484716204364525,69.90212915198805,0.989799822297326
91,0.0,0.0,847.0,0.0,1.0,0.011130584109689319,,
95,0.0,0.0,832.0,0.0,1.0,0.011321878412342685,,
96,1.0,354.0,1186.0,47.97,0.32087790960610063,0.026051143297514387,57.69625415578276,5.384954192902032
97,0.0,0.0,823.0,0.0,1.0,0.011439845499764588,,
98,0.0,0.0,830.0,0.0,1.0,0.011347882487855301,,
99,0.0,0.0,829.0,0.0,1.0,0.011360929392133139,,
993,10.0,304.0,622.0,99.0,0.01759600344327737,0.023907522063292528,100.38386421105473,8.215220754218475
g-1216,0.0,0.0,654.0,0.0,1.0,0.014222928088062255,,
g-136,13.0,847.0,849.0,84.28923076923077,0.9557894936555279,1.25710406685835,85.24152907129708,374.1392569419556
g-137,0.0,0.0,762.0,0.0,1.0,0.012309156674398962,,
g-139,1.0,487.0,770.0,117.94,0.513336269491882,0.06297988039671963,135.12554458955285,29.869731060181035
g-140,0.0,0.0,781.0,0.0,1.0,0.012024541289327928,,
g-141,0.0,0.0,789.0,0.0,1.0,0.01190860483888578,,
g-142,0.0,0.0,794.0,0.0,1.0,0.011837273597716164,,
g-143,15.0,1065.0,1086.0,183.82533333333333,0.9506366593828356,1.1396979499950224,185.29323597861463,747.1695059956656
g-144,0.0,0.0,811.0,0.0,1.0,0.011601014671067032,,
g-145,0.0,0.0,820.0,0.0,1.0,0.011479716307779027,,
g-146,1.0,729.0,820.0,97.49,0.6026038004462619,0.06965185471327438,112.4954318359356,27.595112893346407
g-147,0.0,0.0,821.0,0.0,1.0,0.011466395179968074,,
g-148,2.0,361.0,1183.0,76.49000000000001,0.23509450444092822,0.03633350238940667,82.55030710068188,10.714616257028082
g-149,0.0,0.0,822.0,0.0,1.0,0.011453104946429895,,
g-151,0.0,0.0,822.0,0.0,1.0,0.011453104946429895,,
g-152,2.0,721.0,1174.0,83.305,0.5574517683587652,0.08678925918434793,89.7101870804738,27.804551215502997
g-153,1.0,366.0,822.0,76.97,0.42127919372149797,0.04858098860197775,89.78785659367517,15.364001039045402
g-154,0.0,0.0,811.0,0.0,1.0,0.011601014671067032,,
g-155,0.0,0.0,823.0,0.0,1.0,0.011439845499764588,,
g-156,0.0,0.0,812.0,0.0,1.0,0.011587410578348825,,
g-157,1.0,298.0,1122.0,47.99,0.2957268317000078,0.025327064353215016,57.718386295395106,5.225306635364992
g-159,1.0,1.0,825.0,74.99,0.03222458519143751,0.0037032352220268366,87.59677477205355,1.142807345465148
g-160,0.0,0.0,812.0,0.0,1.0,0.011587410578348825,,
g-161,0.0,0.0,824.0,0.0,1.0,0.011426616733072542,,
g-162,0.0,0.0,813.0,0.0,1.0,0.011573838369358812,,
g-163,0.0,0.0,813.0,0.0,1.0,0.011573838369358812,,
