c1,c2,dist,count
145.0,497.0,0.11752441068324539,5.0
195.0,493.0,0.11761965901603771,3.0
182.0,279.0,0.11955137610323209,2.0
300.0,502.0,0.12006485770650878,4.0
492.0,513.0,0.12529653941617372,17.0
243.0,506.0,0.12608355747252317,4.0
336.0,469.0,0.12994628054685614,3.0
503.0,520.0,0.13026640231444617,17.0
441.0,487.0,0.13857505404233472,4.0
292.0,538.0,0.1390309283676842,7.0
275.0,388.0,0.1425190924785841,2.0
458.0,528.0,0.14619097508595033,5.0
206.0,428.0,0.1499258950079977,3.0
106.0,259.0,0.15291996098092486,2.0
372.0,542.0,0.15486059076882852,5.0
167.0,225.0,0.159897098111677,2.0
512.0,540.0,0.16011533985370585,5.0
98.0,358.0,0.16302765310354772,2.0
482.0,519.0,0.1681408014025022,4.0
62.0,75.0,0.17227083090402845,2.0
283.0,496.0,0.17401749816243262,3.0
268.0,370.0,0.17741357484046008,2.0
479.0,517.0,0.18061197464182868,13.0
47.0,76.0,0.18120960903995859,2.0
236.0,301.0,0.18707886271299212,2.0
521.0,537.0,0.18827886218097598,10.0
138.0,180.0,0.18933160649196165,2.0
114.0,156.0,0.19252187581921157,2.0
147.0,237.0,0.1950767681880842,2.0
483.0,543.0,0.19889368789873127,20.0
518.0,534.0,0.2016973463593582,16.0
121.0,321.0,0.2032473913119457,2.0
510.0,530.0,0.20503709320819288,10.0
338.0,529.0,0.20753725680312954,3.0
36.0,40.0,0.2146817275190392,2.0
494.0,516.0,0.21533222166994404,5.0
161.0,325.0,0.21607111445843807,2.0
504.0,526.0,0.22094018395159265,4.0
105.0,328.0,0.22499169669758806,2.0
102.0,252.0,0.22548710237478506,2.0
522.0,546.0,0.23714505938908315,25.0
293.0,549.0,0.23792077994054095,3.0
533.0,535.0,0.2500272510708052,12.0
486.0,532.0,0.25251103982353584,8.0
110.0,364.0,0.252883166871764,2.0
192.0,525.0,0.25549299396754993,4.0
282.0,551.0,0.25635584286220553,4.0
357.0,555.0,0.26654968081312713,6.0
427.0,557.0,0.26667068248919357,6.0
233.0,250.0,0.268297589060825,2.0
254.0,294.0,0.27040741069483226,2.0
548.0,561.0,0.2768413813618059,20.0
198.0,531.0,0.2780034412175013,3.0
527.0,560.0,0.2804701951723222,4.0
343.0,547.0,0.28310018790513103,5.0
37.0,79.0,0.2880424413242247,2.0
514.0,594.0,0.2940276524684553,4.0
